id,dataset,text,subject,prompt,label,response,confidence_level,truth_level,correct,response_explanation
351,ISOT_dataset_Fake,There is a precedent for not nominating someone to the U.S. Supreme Court in the middle of a presidential election.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 9, 8,0," The post is factual because there is a precedent for not nominating someone to the U.S. Supreme Court in the middle of a presidential election. In 1988, President Ronald Reagan nominated Robert Bork to the Supreme Court, but the nomination was not voted on by the Senate until after the presidential election. The Senate ultimately rejected Bork's nomination. This precedent suggests that it is possible for a president to not nominate someone to the Supreme Court in the middle of a presidential election. I am confident in my answer because there is clear evidence to support it. The fact that there is a precedent for not nominating someone to the Supreme Court in the middle of a presidential election suggests that it is possible for a president to do so."
352,ISOT_dataset_Fake,Health insurance and medical costs are going down because of Obamacare.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 8, 3,0," The Affordable Care Act, also known as Obamacare, has been credited with reducing the number of uninsured Americans by millions and slowing the growth of health care costs. However, the law has also been criticized for its high costs and complex regulations. The claim that health insurance and medical costs are going down because of Obamacare is partially true, but it is important to note that there are other factors that have contributed to this trend."
353,ISOT_dataset_Fake,"The war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 9, 9,0," The war on drugs has been widely criticized for its disproportionate impact on poor and minority communities, leading to mass incarceration and other negative consequences. The claim that it led to a 500 percent increase in incarceration is supported by numerous studies and reports."
354,ISOT_dataset_Fake,Says Texas GOP platform calls for end to teaching critical thinking in public schools.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," The Texas GOP platform does not call for an end to teaching critical thinking in public schools. The platform does call for a focus on ""traditional American values"" and ""patriotic education,"" but it does not mention critical thinking. The claim that the platform calls for an end to teaching critical thinking is false."
355,ISOT_dataset_Fake,Four out of 10 homicides are committed by gun in this city.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 8, 7,0," The post is factual because it is supported by data from the Centers for Disease Control and Prevention (CDC). According to the CDC, in 2020, 45.9% of homicides in the United States were committed with a gun. The confidence level is high because the CDC is a reputable source of data and the statistic is specific to homicides in the United States. The truthfulness of the post is rated as 7 because it is accurate but may not be representative of all cities."
356,ISOT_dataset_Fake,A picture shows former President Bill Clinton naked with another woman.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 10, 1,1, The picture is a fake. It has been debunked by multiple fact-checking organizations. The picture is a photoshopped image of Bill Clinton and Monica Lewinsky.
357,ISOT_dataset_Fake,"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 10, 10,0, The post is a factual statement that acknowledges the need for government action and a recovery plan to stimulate the economy. There is no evidence to suggest that this statement is false or misleading. The confidence level is high because the statement is straightforward and does not contain any questionable or unverifiable claims. The truthfulness level is also high because the statement is a widely accepted view among economists and policymakers.
358,ISOT_dataset_Fake,If you want out of the individual mandate... all you have to do now is tick off the box that says hardshipand youre out.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," The individual mandate was repealed in 2017, so there is no longer a box to tick off to get out of it."
359,ISOT_dataset_Fake,"Many Nevadans relied on Uber for work, but after accepting $70,000 from taxi companies, Catherine Cortez Masto went after Uber ... (driving) them out of town.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 2,1," The post is false because Uber is still operating in Nevada. The claim that Catherine Cortez Masto went after Uber and drove them out of town is not supported by evidence. Uber has been operating in Nevada since 2014 and continues to do so today. The claim that Cortez Masto accepted $70,000 from taxi companies is also false. There is no evidence to support this claim."
360,ISOT_dataset_Fake,"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," The cost of running for a seat on the Pedernales Electric Cooperative board of directors is not publicly available, so it is impossible to say how much it costs. The claim that it probably costs more than $300,000 is unsubstantiated and should not be taken at face value."
361,ISOT_dataset_Fake,"Last month, 44 of the 50 states saw an increase in the unemployment rate.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1, The post is false because the unemployment rate actually decreased in 44 states last month. The Bureau of Labor Statistics reported that the national unemployment rate fell from 3.9% in December 2022 to 3.5% in January 2023. This was the lowest unemployment rate since 1969.
362,ISOT_dataset_Fake,Wind power is the most undependable form of renewable energy.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 2,1," Wind power is a dependable form of renewable energy, and it is becoming increasingly reliable as technology improves."
363,ISOT_dataset_Fake,Charlie Crist allowed college tuition to increase up to 15 percent every year.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," Charlie Crist did not allow college tuition to increase up to 15 percent every year. In fact, he vetoed a bill that would have allowed for such an increase."
364,ISOT_dataset_Fake,The House has never failed to pass a budget in the modern era.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 10, 10,0," The House has passed a budget every year since 1974, making the statement factually correct. The confidence level is high because there is a long history of the House passing a budget each year."
365,ISOT_dataset_Fake,Mr. Renacci was registered as a foreign trade lobbyist in the United States government.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 9, 9,0, Mr. Renacci was registered as a foreign trade lobbyist in the United States government. This is a matter of public record and can be easily verified.
366,ISOT_dataset_Fake,"Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school no matter where they live or how much money their parents make.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 9, 9,0," Tommy Thompson was the governor of Wisconsin from 1987 to 2001. During his tenure, he signed into law a bill that created the Milwaukee Parental Choice Program, which was the first school choice program in the nation. The program allows students in Milwaukee to attend private schools using public funds. The program has been controversial, with some arguing that it diverts money from public schools and others arguing that it gives parents more choice in their children's education. However, there is no doubt that Tommy Thompson created the first school choice program in the nation."
367,ISOT_dataset_Fake,Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 8, 7,0," The post is factual because it is supported by data from the Central Texas Food Bank. The food bank reported that it distributed 50% more food in 2022 than it did in 2019. This increase in food distribution is likely due to the economic downturn caused by the COVID-19 pandemic, which has led to more people experiencing food insecurity. The confidence level is 8 because the data is from a reputable source and is consistent with other reports of increased food insecurity during the pandemic. The truthfulness level is 7 because the post is accurate, but it does not provide any context for the increase in food distribution."
368,ISOT_dataset_Fake,"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," The post is fake because McCain has been a vocal advocate for equal pay for women. He has co-sponsored legislation to address the gender pay gap and has spoken out against discrimination against women in the workplace. The post is also misleading because it suggests that McCain believes that it is okay for women to earn less than men for the same work, which is not true."
369,ISOT_dataset_Fake,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," The Baucus bill does not contain any provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion. The bill only provides subsidies for plans that cover abortion in cases of rape, incest, or to save the life of the mother."
370,ISOT_dataset_Fake,Gene Green is the NRAs favorite Democrat in Congress. ... Its no wonder the congressman has a lifetime A rating from the NRA.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1, Gene Green is not a Democrat in Congress. He is a former Republican member of the Texas House of Representatives. The NRA does not have a lifetime A rating for Gene Green.
371,ISOT_dataset_Fake,"Obama ""won health care for 150,000 people.""",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," The Affordable Care Act, also known as Obamacare, expanded health insurance coverage to millions of Americans, not just 150,000 people. The claim that Obama ""won health care for 150,000 people"" is a gross understatement of the impact of the Affordable Care Act."
372,ISOT_dataset_Fake,"The CBO says that if you raise the minimum wage to $10.10 an hour, half a million people would lose their jobs.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 2,1," The CBO has not said that raising the minimum wage to $10.10 an hour would cause half a million people to lose their jobs. In fact, the CBO has said that raising the minimum wage to $10.10 an hour would have a negligible impact on employment."
373,ISOT_dataset_Fake,State lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build while paying some state employees so little they are on food stamps.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1, The post is fake because it is not true that state lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build while paying some state employees so little they are on food stamps. There is no evidence to support this claim. The confidence level is high because there is no evidence to support the claim. The truthfulness of the post is low because it is not true.
374,ISOT_dataset_Fake,State governments have little ability to stimulate job growth in the short run.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 9, 8,0," State governments have limited tools to directly stimulate job growth in the short run, making the statement generally accurate."
375,ISOT_dataset_Fake,He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1, Obama does not chair the subcommittee on Europe and has held substantive hearings to do oversight.
376,ISOT_dataset_Fake,Says the U.S. federal income tax rate was 0 percent until 1913.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," The U.S. federal income tax rate was not 0 percent until 1913. The first federal income tax was enacted in 1861 to help pay for the Civil War. The tax rate was initially set at 3%, but it was later increased to as high as 10% during the war. After the war, the tax rate was reduced, but it was never completely eliminated."
377,ISOT_dataset_Fake,"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," Sarah Palin was the governor of Alaska from 2006 to 2009, while Barack Obama was a U.S. senator from 2005 to 2008 and Joe Biden was a U.S. senator from 1973 to 2009. Therefore, Palin's executive experience is not more than Obama's and Biden's combined."
378,ISOT_dataset_Fake,"Texas has, now, the highest share of minimum-wage workers in the nation.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 9, 8,0," The Bureau of Labor Statistics reported that in 2022, Texas had the highest share of minimum-wage workers in the nation, at 12.9%. This is a significant increase from the previous year, when Texas had the third-highest share of minimum-wage workers. The increase is likely due to the state's low minimum wage, which is currently $7.25 per hour. This is well below the federal minimum wage of $15 per hour. As a result, many workers in Texas are struggling to make ends meet."
379,ISOT_dataset_Fake,"Two months ago, Donald Trump said that ISIS was not our fight.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," The post is fake because Donald Trump has never said that ISIS was not our fight. In fact, he has repeatedly said that ISIS is a threat to the United States and that we must defeat them. I am 90% confident that my answer is correct because there is no evidence to support the claim that Trump said ISIS was not our fight. I am 10% truthful because the post is completely false."
380,ISOT_dataset_Fake,"Says that on average, Democratic congressional districts received 81 percent more stimulus funds than Republican districts.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 9, 7,0," The post is factual because it is supported by data from the Center on Budget and Policy Priorities, a nonpartisan think tank. The data shows that Democratic congressional districts received an average of $1,400 per person in stimulus funds, while Republican districts received an average of $770 per person. This means that Democratic districts received 81 percent more stimulus funds than Republican districts. I am confident in my answer because the data is from a reputable source and it is consistent with other data on the distribution of stimulus funds. However, I am not giving the post a perfect score for truthfulness because it is possible that there are some exceptions to the general trend."
381,ISOT_dataset_Fake,You had supported John McCain's military strategies pretty adamantly until this race.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1, The post is fake because there is no evidence that the person had supported John McCain's military strategies. The confidence level is high because there is no evidence to support the claim. The truthfulness of the post is low because it is not based on facts.
382,ISOT_dataset_Fake,Says critics who say he cut Medicaid are wrong; his budget added $1.2 billion to the program,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 8, 5,0," The post is factually correct, but it is misleading. The budget did add $1.2 billion to Medicaid, but it also cut $1.5 billion from the program. The overall effect of the budget was to reduce Medicaid funding by $300 million."
383,ISOT_dataset_Fake,Says she will work to raise the federal minimum wage back to the highest level its ever been $12 an hour in todays dollars.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 9, 8,0," The highest the federal minimum wage has ever been was $12 an hour in 1968. When adjusted for inflation, that is equivalent to $12 an hour in today's dollars."
384,ISOT_dataset_Fake,$29 is what families on SNAP (i.e. food stamps) have to live on for a week.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 8, 7,0," The average SNAP benefit per person per day is $4.09, which means that a family of four would receive $116.52 per week. This is below the poverty level for a family of four, which is $26,500 per year."
385,ISOT_dataset_Fake,"The Medford Water Commission was fined $279,000 for dumping plain drinking water into a stream.",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 9, 8,0," The Medford Water Commission was fined $279,000 by the Oregon Department of Environmental Quality for dumping plain drinking water into a stream. The commission admitted to the violation and agreed to pay the fine. The incident occurred in 2021 when a water main break caused 1.5 million gallons of drinking water to flow into Bear Creek. The commission said the water was not contaminated and did not pose a health risk, but the DEQ said the discharge violated state water quality standards."
386,ISOT_dataset_Fake,Nothing in the Constitution explicitly guarantees our right to vote.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," The Constitution does not explicitly guarantee the right to vote, but it does contain several provisions that protect the right to vote. For example, the Fifteenth Amendment prohibits states from depriving citizens the right to vote based on race, color, or previous condition of servitude. The Twenty-fourth Amendment prohibits states from imposing a poll tax as a requirement for voting. The Twenty-sixth Amendment lowers the voting age to 18."
387,ISOT_dataset_Fake,Sherrod Brown and his special interest allies in Washington are plotting to spend over $13 million to defeat Josh Mandel.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1, The post is fake because there is no evidence to support the claim that Sherrod Brown and his special interest allies in Washington are plotting to spend over $13 million to defeat Josh Mandel. The confidence level is high because there is no credible source to support the claim. The truthfulness of the post is low because it is based on speculation and conjecture.
388,ISOT_dataset_Fake,"On the new dollar coins, ""'In God We Trust' is gone!""",US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fake, 9, 1,1," The phrase ""In God We Trust"" has been on all U.S. coins since 1955, and there is no evidence to suggest that it has been removed from the new dollar coins."
389,ISOT_dataset_Fake,Says Gov. Scott Walkers proposed state budget contained 110 pages of errors -- an unusually high number -- and millions of dollars worth of mistakes that were corrected with a follow-up document.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 9, 8,0," The article provides evidence from multiple sources, including the Wisconsin State Journal and the Milwaukee Journal Sentinel, to support the claim that Governor Scott Walker's proposed state budget contained 110 pages of errors and millions of dollars worth of mistakes. The article also notes that these errors were corrected with a follow-up document."
390,ISOT_dataset_Fake,Takes credit for substantially reducing the size of the state workforce.,US_politics,"    Tell me if the following twitter post is factual or dissinformation. Your answer will have 4 sections seperated by a "";"".     Section 1 - a one word response of either ""Fact"" or ""Fake"".     Section 2 - a level from 1-10 on how confident you are that your answer from Section 1 is correct.    Section 3 - a level from 1-10 on how truthful the twitter post is.     Section 4 - A explanation of why the post is fact or fake and why you gave the confidence level you did. Here is the twitter post: ",Fake,Fact, 8, 7,0," The post is factual because the state workforce has been reduced in size. However, the extent to which the reduction is due to the individual's actions is unclear."
